f1,f2,f3,f4,f5,f6,f7,f8,f9,clase
-0.3457659062589467,0.9859956514395604,-0.8186639631390306,0.2013260210482671,-0.026581512564264626,0.2769293819710167,-0.18745238269374195,0.2993954058975368,-0.334219259292255,0
-0.6053583148070689,1.5637533099029572,1.493039994355713,-0.36553326920689916,-0.22560066511041008,0.11337908695659052,-0.06995827385968381,-0.37475598673770494,-0.5404352571872645,0
-0.30967124295438636,1.6455600952519498,-0.507207231179793,0.3909245027176138,0.2462210843970924,0.9215663406814653,0.02979244472551683,0.4825352925996491,-0.20261603371702278,0
-0.538725259439297,1.7682702732754387,1.7006717871559107,-0.2787187828201188,-0.10452824077592739,0.6786517973217906,0.16522908534399827,-0.3408768057261042,-0.41734427786968303,0
-0.5616054418458065,1.1802802357651965,1.285398154045581,-0.3457416883443604,-0.21872113905714696,0.12340046984529031,-0.07400922665026924,-0.34825870741038395,-0.5080802815039697,0
-0.5255680493298098,0.4389170446077789,-0.16806559034653373,-0.37884722179140023,-0.26278848726367043,-0.11207791402378203,-0.3164985091413913,-0.3270916293128308,-0.502036707231098,0
-0.6580574877923765,0.351998088737346,-0.6110261418328723,-0.610500552104387,-0.3323302773504966,-0.3241928312484854,-0.4900852222269327,-0.5606428612177976,-0.6325568117645751,0
-0.6777506010528537,0.49515895834758733,0.7247782469711391,-0.5215439370548525,-0.3016863946137548,-0.18438177961798846,-0.4455968826114899,-0.4657843695868111,-0.6308175886446515,0
-0.4187871664282549,1.361788412789214,1.0985245167704358,-0.03148287313668677,0.045975734451297184,0.897842168557144,0.11241437890093953,-0.01434224798753388,-0.2730038301735538,0
-0.48142131410333805,1.456385671946763,1.4584363701406693,-0.09582651023123777,-0.06635405514574454,0.5146212315011885,0.045393104203700574,-0.07502093726706154,-0.3323142523394096,0
-0.49874623001917523,2.895660614330346,1.8114154416559725,0.3435846649716814,0.17776944850448134,0.7765587187381193,-0.09705950772935502,0.4435087749433545,-0.39780489484648474,0
-0.3788071322574566,1.5688674899253887,-0.6317903258638855,0.15127436094737517,0.13434112155834568,0.9165054117050886,0.018369638017444043,0.22474646516863345,-0.27404173744269367,0
-0.46039188244304274,1.3515701002493066,-0.5348921400538151,-0.3668625544887115,-0.13279287454317498,0.7264357282843719,0.06682844991389204,-0.4254134958050821,-0.37557780422895026,0
-0.5561265364065524,2.3434698369771243,1.361538184330599,-0.09385539015122313,-0.014618954189772089,0.7495811640397446,0.0027551029357983266,-0.06310982142565684,-0.44646395693474883,0
-0.3979064378680898,1.6123229488586228,0.1918402345177389,0.3334668246180534,0.04330480643794984,0.3687364622486552,-0.13001080051263916,0.43645844091332975,-0.3545825377275489,0
-0.5253992512161486,3.488754784358064,0.8839669753722622,0.29024546031894527,0.1471235562669207,0.7509737484275266,-0.06245560143598727,0.3866921455105717,-0.4386158507592872,0
-0.6859885518499279,1.2799816274402214,-0.7563724157969844,-0.580083731744369,-0.2904723752942762,0.04068959806654662,-0.3784664920173667,-0.5534548763737336,-0.6341061370395159,0
-0.6453373442271907,1.0243429588533364,0.5171404256649809,-0.4921579909950154,-0.23228928858588435,0.3367291258437604,-0.29677525816684097,-0.46711767345710364,-0.557747108346297,0
-0.6120208165433048,1.5305161635096303,1.7075945215009063,0.20351436824689692,-0.08813443167079278,0.06095561943627319,-0.49132809851096326,0.33556843222630256,-0.4581642765370086,0
-0.6527001571849854,1.2672012011366203,3.5002009114772736,0.02265631408700851,-0.097007081111212,0.2134602887590378,-0.4769621768383131,0.1390633548063068,-0.4807992958585806,0
-0.3788071322574566,1.0626842377641392,0.7939905191561941,-0.24160228425970426,-0.23145333624525125,-0.10150391828278779,0.2616328797661156,-0.32673192864548745,-0.3525639939679147,0
-0.7639431378411209,-0.9696818603956753,-0.20267122406356447,-0.8415791649712692,-0.38843754971303746,-0.7972615848330354,-0.7548409799853604,-0.7728773072055625,-0.7815361925310036,1
-0.7827912557826153,-1.4656297192585932,-0.23727786253158867,-0.8529549533013363,-0.39221943025407474,-0.8864090901651768,-0.8326508629181739,-0.7705583431267116,-0.8031071810703693,1
-0.7186329013311984,1.009000418786042,-0.32725431874765687,-0.6722806680590923,-0.329819406077369,-0.16454498772189863,-0.4104336317527868,-0.6651077720679753,-0.6824517169709826,1
-0.5751645522259158,0.027329946378533202,-0.23727786253158867,-0.6426606150675377,-0.3390028248194202,-0.34054715742447966,-0.39141370608043635,-0.6312898808348884,-0.563469162458351,1
-0.7209066521122423,-1.1742018380196433,-0.47260059271176896,-0.6425711922481263,-0.3758952503523126,-0.7689065170064867,-0.807669752934463,-0.5480332428514287,-0.7202916256477283,1
-0.6987961087239739,-0.7242635138496888,-1.0678291477562218,-0.6968156773535555,-0.3715065005639888,-0.6663415716206359,-0.7148408605483849,-0.6116319379394297,-0.7151864883442434,1
-0.7119693948442859,-0.7626108212634649,-1.2893064092464106,-0.7024573529827135,-0.36135048342562404,-0.518576913919661,-0.711504084364662,-0.6146733176043698,-0.7009763019865999,1
-0.7786024502120578,-1.2074289369080144,0.025730278898110324,-0.7806872487059986,-0.38471595419656507,-0.7853864370125478,-0.7992157828020194,-0.696930228872727,-0.7803465679359778,1
-0.5720417871231829,-0.8214088202639935,-0.29956940987363484,-0.5319139698542362,-0.34075008578139254,-0.5132396785171371,-0.5906356216807347,-0.44407271673590565,-0.5775497360011649,1
-0.6826517748530888,-0.42004716830317373,-1.088597350791209,-0.6676125959356608,-0.3577785957201544,-0.524997270512682,-0.6829902718630436,-0.587522950473213,-0.6896366878147575,1
-0.5898720926293273,-0.41237790777051764,-0.403388320526714,-0.5556924018114321,-0.3225269276058364,-0.316397975779212,-0.5725249951490857,-0.48087672635822354,-0.5603082173773112,1
-0.8314784593164392,0.8326094360359426,0.4825337871969566,-0.8075412228004789,-0.3781690005288183,-0.6146742794323855,-0.5495483622766446,-0.8088041696698055,-0.820466255503022,1
-0.6435991255567506,-0.15162104015921896,-0.7840583294219998,-0.663259010806339,-0.34567537228834383,-0.38217799546442227,-0.5723180165601525,-0.6039857868822134,-0.6253125606411495,1
-0.8385709943422406,0.7712543470241983,0.03957273333512131,-0.7984673185071706,-0.37420927916531455,-0.551256428503074,-0.6119564258417107,-0.7623967550796985,-0.8240873763142323,1
-0.8532303067131773,0.006878430896374272,-0.6802384140179273,-0.9000606841155513,-0.3928484040103684,-0.855666734816716,-0.7071314104858416,-0.8819007709265145,-0.8562735539130977,1
-0.807920070203255,0.743133390154294,0.9739434315883304,-0.7847655321216268,-0.370189272777246,-0.5030062932432843,-0.48953662849121676,-0.8065746283825567,-0.7831488170876052,2
-0.7852659566989704,0.2778615686715052,0.8978094298092733,-0.8062511227990828,-0.37889844932605343,-0.6327607957126629,-0.49847890733347344,-0.850174770166637,-0.7611819568502326,2
